date,equity,cash,position_value,returns
2020-01-01,100000.0,100000.0,0.0,
2020-01-02,100000.0,100000.0,0.0,0.0
2020-01-03,100000.0,100000.0,0.0,0.0
2020-01-06,100000.0,100000.0,0.0,0.0
2020-01-07,100000.0,100000.0,0.0,0.0
2020-01-08,100000.0,100000.0,0.0,0.0
2020-01-09,100000.0,100000.0,0.0,0.0
2020-01-10,100000.0,100000.0,0.0,0.0
2020-01-13,100000.0,100000.0,0.0,0.0
2020-01-14,100000.0,100000.0,0.0,0.0
2020-01-15,100000.0,100000.0,0.0,0.0
2020-01-16,100000.0,100000.0,0.0,0.0
2020-01-17,100000.0,100000.0,0.0,0.0
2020-01-20,100000.0,100000.0,0.0,0.0
2020-01-21,100000.0,100000.0,0.0,0.0
2020-01-22,100000.0,100000.0,0.0,0.0
2020-01-23,100000.0,100000.0,0.0,0.0
2020-01-24,100000.0,100000.0,0.0,0.0
2020-01-27,100000.0,100000.0,0.0,0.0
2020-01-28,100000.0,100000.0,0.0,0.0
2020-01-29,99970.4686237438,1532.5477697269016,98437.9208540169,-0.0002953137625619773
2020-01-30,101906.93686092601,1532.5477697269016,100374.38909119912,0.019370402718331237
2020-01-31,101063.93691574698,1532.5477697269016,99531.38914602007,-0.008272252813657732
2020-02-03,102032.23112110846,1532.5477697269016,100499.68335138155,0.00958100619183977
2020-02-04,101286.7087533783,1532.5477697269016,99754.1609836514,-0.007306733955912859
2020-02-05,101342.41809921115,1532.5477697269016,99809.87032948424,0.0005500163498104449
2020-02-06,100628.22954239932,1532.5477697269016,99095.68177267243,-0.007047281584623977
2020-02-07,100409.13068592048,1532.5477697269016,98876.58291619358,-0.0021773100597634043
2020-02-10,100906.0940328599,1532.5477697269016,99373.54626313299,0.004949384020601855
2020-02-11,101170.01356038704,1532.5477697269016,99637.46579066015,0.0026154964182956153
2020-02-12,102690.74706571526,1532.5477697269016,101158.19929598835,0.015031464875909117
2020-02-13,103313.69437948705,1532.5477697269016,101781.14660976015,0.006066245806675585
2020-02-14,102714.24968461005,1532.5477697269016,101181.70191488315,-0.005802180422230796
2020-02-17,104415.59042605574,1532.5477697269016,102883.04265632885,0.016563823877113082
2020-02-18,105240.8568605776,1532.5477697269016,103708.30909085069,0.007903670621929537
2020-02-19,107003.06261259076,1532.5477697269016,105470.51484286386,0.0167445021314081
2020-02-20,107209.43620318625,1532.5477697269016,105676.88843345935,0.0019286699423051168
2020-02-21,110030.13856386906,1532.5477697269016,108497.59079414216,0.026310206084256604
2020-02-24,110824.47751082832,1532.5477697269016,109291.92974110141,0.007219285164293154
2020-02-25,113177.69000578858,1532.5477697269016,111645.14223606169,0.021233689053308025
2020-02-26,112984.03147489717,3023.773543168274,109960.25793172889,-0.0017111016392143963
2020-02-27,112410.03049862629,3023.773543168274,109386.25695545803,-0.005080372586974025
2020-02-28,114459.95615815837,3023.773543168274,111436.1826149901,0.018236145390576386
2020-03-02,116417.63030477503,3023.773543168274,113393.85676160676,0.01710357239619742
2020-03-03,116477.23769065764,3023.773543168274,113453.46414748937,0.0005120133928733228
2020-03-04,118299.84029164782,3023.773543168274,115276.06674847954,0.015647714842196736
2020-03-05,117224.98577340221,3023.773543168274,114201.21223023393,-0.009085849275837998
2020-03-06,115475.4354938555,3023.773543168274,112451.66195068724,-0.014924721619745895
2020-03-09,114509.1343877383,3023.773543168274,111485.36084457004,-0.008368023051695817
2020-03-10,114868.1178236802,3023.773543168274,111844.34428051193,0.0031349764179191553
2020-03-11,115819.89079143386,3023.773543168274,112796.1172482656,0.008285788831454699
2020-03-12,116164.54744162897,3023.773543168274,113140.7738984607,0.002975798438765276
2020-03-13,116491.11027834567,3023.773543168274,113467.3367351774,0.0028112091331549127
2020-03-16,116210.78177676257,3023.773543168274,113187.0082335943,-0.0024064368595447805
2020-03-17,115162.1003019262,3023.773543168274,112138.32675875793,-0.00902396024536567
2020-03-18,115162.971776672,3023.773543168274,112139.19823350373,7.567374540107252e-06
2020-03-19,116208.4978555582,3023.773543168274,113184.72431238994,0.009078665327547641
2020-03-20,115367.04356639305,3023.773543168274,112343.27002322479,-0.007240901523493104
2020-03-23,116222.26514362695,3023.773543168274,113198.49160045868,0.00741304926256281
2020-03-24,115720.03708545354,3023.773543168274,112696.26354228526,-0.0043212723272323394
2020-03-25,116311.82773210703,1666.314399564857,114645.51333254218,0.005113985974757984
2020-03-26,113744.13183530736,1666.314399564857,112077.8174357425,-0.022075965504674833
2020-03-27,113082.92136268325,1666.314399564857,111416.6069631184,-0.005813139209515317
2020-03-30,114623.46901490662,1666.314399564857,112957.15461534176,0.013623168146518427
2020-03-31,113472.96201488718,1666.314399564857,111806.64761532232,-0.01003727255776754
2020-04-01,114644.37033014685,1666.314399564857,112978.05593058199,0.010323237310981614
2020-04-02,115829.54986461464,1666.314399564857,114163.23546504979,0.010337878179755178
2020-04-03,114090.61759752971,1666.314399564857,112424.30319796485,-0.015012855261178681
2020-04-06,115359.44429953584,1666.314399564857,113693.12989997098,0.011121218630633534
2020-04-07,118051.72679481487,1666.314399564857,116385.41239525001,0.023338206174852827
2020-04-08,117810.76403384365,1666.314399564857,116144.44963427879,-0.00204116252691533
2020-04-09,118601.75122618016,1666.314399564857,116935.4368266153,0.006714048574621545
2020-04-10,115985.91523076521,1666.314399564857,114319.60083120035,-0.022055627074396233
2020-04-13,117824.2129675605,1666.314399564857,116157.89856799564,0.015849318713723193
2020-04-14,118075.10699160771,1666.314399564857,116408.79259204285,0.0021293927430374726
2020-04-15,119883.85939337786,1666.314399564857,118217.544993813,0.015318659858582384
2020-04-16,120359.98911803057,1666.314399564857,118693.67471846571,0.003971591564218668
2020-04-17,118920.95676082598,1666.314399564857,117254.64236126113,-0.011956069186691343
2020-04-20,119214.17375268308,1666.314399564857,117547.85935311823,0.002465646088324114
2020-04-21,118820.40282079116,1666.314399564857,117154.0884212263,-0.0033030546578196596
2020-04-22,119670.67665257206,1568.3149072578963,118102.36174531416,0.007155958165394383
2020-04-23,118423.31966480835,1568.3149072578963,116855.00475755046,-0.010423246718868628
2020-04-24,117649.7276239906,1568.3149072578963,116081.41271673271,-0.0065324299555811205
2020-04-27,115130.44310572905,1568.3149072578963,113562.12819847115,-0.02141343264570239
2020-04-28,114709.78283497386,1568.3149072578963,113141.46792771596,-0.0036537709697589404
2020-04-29,115562.55531787265,1568.3149072578963,113994.24041061476,0.007434173980833236
2020-04-30,113788.77863906717,1568.3149072578963,112220.46373180927,-0.015349060722363195
2020-05-01,114955.7334488133,1568.3149072578963,113387.41854155541,0.0102554471864722
2020-05-04,113424.86625115601,1568.3149072578963,111856.55134389811,-0.013317014747584954
2020-05-05,115553.41128817851,1568.3149072578963,113985.09638092062,0.018766123402863766
2020-05-06,114797.58152203572,1568.3149072578963,113229.26661477782,-0.006540955889721256
2020-05-07,115302.21905078896,1568.3149072578963,113733.90414353106,0.004395889896481542
2020-05-08,114553.15424871496,1568.3149072578963,112984.83934145706,-0.006496534136468335
2020-05-11,112172.93077619321,1568.3149072578963,110604.61586893532,-0.020778332016540224
2020-05-12,112965.97373023759,1568.3149072578963,111397.65882297969,0.007069824676567027
2020-05-13,112741.50625271878,1568.3149072578963,111173.19134546089,-0.001987036185381208
2020-05-14,112265.00439621367,1568.3149072578963,110696.68948895577,-0.004226498938527556
2020-05-15,112218.63806061792,1568.3149072578963,110650.32315336002,-0.000413007916804764
2020-05-18,109744.46397487272,1568.3149072578963,108176.14906761482,-0.022047799977831684
2020-05-19,108158.32354684272,1568.3149072578963,106590.00863958482,-0.01445303362539696
2020-05-20,106865.17953454886,1130.164415292078,105735.01511925679,-0.011956028624406367
2020-05-21,107192.31103813507,1130.164415292078,106062.14662284299,0.003061160847817934
2020-05-22,106977.41980525717,1130.164415292078,105847.2553899651,-0.002004726186017658
2020-05-25,108095.15653325387,1130.164415292078,106964.9921179618,0.010448342557068946
2020-05-26,110475.02392207114,1130.164415292078,109344.85950677906,0.022016410958109134
2020-05-27,110204.85359835146,1130.164415292078,109074.68918305938,-0.002445533063747063
2020-05-28,110620.55501310276,1130.164415292078,109490.39059781068,0.0037720790072126587
2020-05-29,110192.04233786541,1130.164415292078,109061.87792257333,-0.0038737165546366414
2020-06-01,107886.75211048777,1130.164415292078,106756.58769519569,-0.02092065977241142
2020-06-02,108404.6393369544,1130.164415292078,107274.47492166232,0.004800285635962576
2020-06-03,106413.90899416682,1130.164415292078,105283.74457887474,-0.018363885115652456
2020-06-04,107950.89749456747,1130.164415292078,106820.7330792754,0.014443492537097757
2020-06-05,107715.4440553634,1130.164415292078,106585.27964007133,-0.0021811160876723523
2020-06-08,106911.16015061569,1130.164415292078,105780.99573532361,-0.007466746405783153
2020-06-09,108067.64606160585,1130.164415292078,106937.48164631377,0.010817260886149871
2020-06-10,108482.08664530168,1130.164415292078,107351.9222300096,0.0038350107437297165
2020-06-11,110436.02596604225,1130.164415292078,109305.86155075017,0.018011631055081523
2020-06-12,111218.3383454916,1130.164415292078,110088.17393019953,0.00708385123972044
2020-06-15,111335.26828946151,1130.164415292078,110205.10387416944,0.0010513548908335224
2020-06-16,109951.39135075512,1130.164415292078,108821.22693546304,-0.012429816355302936
2020-06-17,111315.53515695043,950.8622121467633,110364.67294480366,0.012406789849921607
2020-06-18,111134.60547653552,950.8622121467633,110183.74326438876,-0.0016253767289516885
2020-06-19,112466.64692281061,950.8622121467633,111515.78471066385,0.011985838619423816
2020-06-22,114389.7883289478,950.8622121467633,113438.92611680104,0.01709965984366102
2020-06-23,113584.00263613161,950.8622121467633,112633.14042398485,-0.0070442100172352085
2020-06-24,113348.73919259718,950.8622121467633,112397.87698045041,-0.002071272697512727
2020-06-25,111562.99599952516,950.8622121467633,110612.13378737839,-0.015754416024317375
2020-06-26,108957.25673143257,950.8622121467633,108006.39451928581,-0.02335666270654546
2020-06-29,106217.01219136192,950.8622121467633,105266.14997921516,-0.025149720379112006
2020-06-30,104819.49377497354,950.8622121467633,103868.63156282678,-0.013157199468862846
2020-07-01,103307.10157220457,950.8622121467633,102356.2393600578,-0.01442853946629219
2020-07-02,104152.15861557152,950.8622121467633,103201.29640342476,0.008180047939650326
2020-07-03,102857.74697835081,950.8622121467633,101906.88476620405,-0.012428082666998908
2020-07-06,105303.2721574905,950.8622121467633,104352.40994534374,0.02377579959683951
2020-07-07,104982.33010740559,950.8622121467633,104031.46789525883,-0.0030477880080014286
2020-07-08,105277.31684474758,950.8622121467633,104326.45463260081,0.002809870356660804
2020-07-09,105759.87793603879,950.8622121467633,104809.01572389202,0.004583713811806556
2020-07-10,104701.87857999049,950.8622121467633,103751.01636784372,-0.010003787605429637
2020-07-13,104720.6866395115,950.8622121467633,103769.82442736474,0.00017963440366219885
2020-07-14,105543.65752840693,950.8622121467633,104592.79531626016,0.007858723193139516
2020-07-15,104502.52530165392,1347.4556444512564,103155.06965720266,-0.009864469842470469
2020-07-16,105200.68282914568,1347.4556444512564,103853.22718469442,0.006680771832799914
2020-07-17,103839.9057585148,1347.4556444512564,102492.45011406354,-0.012935059298435303
2020-07-20,104425.3945272014,1347.4556444512564,103077.93888275014,0.005638379237825841
2020-07-21,104954.00444087357,1347.4556444512564,103606.54879642231,0.005062082035366178
2020-07-22,104529.68707137373,1347.4556444512564,103182.23142692247,-0.004042888804103528
2020-07-23,104178.20351093845,1347.4556444512564,102830.74786648719,-0.003362523798576822
2020-07-24,106100.14218648306,1347.4556444512564,104752.6865420318,0.018448568037966018
2020-07-27,106158.2219320364,1347.4556444512564,104810.76628758514,0.0005474049737959064
2020-07-28,106552.36210359161,1347.4556444512564,105204.90645914036,0.0037127616154644105
2020-07-29,104850.75436046266,1347.4556444512564,103503.2987160114,-0.015969685791429322
2020-07-30,104569.21736572534,1347.4556444512564,103221.76172127409,-0.0026851213084211345
2020-07-31,104602.74838298181,1347.4556444512564,103255.29273853055,0.0003206585848223309
2020-08-03,103113.77525181268,1347.4556444512564,101766.31960736142,-0.014234550756903164
2020-08-04,104057.32011299655,1347.4556444512564,102709.86446854529,0.009150521924734534
2020-08-05,104228.49099806012,1347.4556444512564,102881.03535360887,0.001644967263020991
