date,equity,cash,position_value,returns
2020-08-06,103727.375469966,1347.4556444512564,102379.91982551475,-0.0048078555421419145
2020-08-07,104769.37198418248,1347.4556444512564,103421.91633973122,0.010045530502390765
2020-08-10,103892.42094342045,1347.4556444512564,102544.9652989692,-0.008370299679704374
2020-08-11,104743.53796475084,1347.4556444512564,103396.08232029958,0.008192291734099744
2020-08-12,106658.52071704078,1639.4195599586237,105019.10115708216,0.018282586109840793
2020-08-13,106119.27940990441,1639.4195599586237,104479.85984994579,-0.005055773355107207
2020-08-14,105741.43021333744,1639.4195599586237,104102.01065337882,-0.003560608389616582
2020-08-17,105237.78492341377,1639.4195599586237,103598.36536345514,-0.004762989198344947
2020-08-18,106568.25135459032,1639.4195599586237,104928.8317946317,0.012642478479994557
2020-08-19,106896.00511318014,1639.4195599586237,105256.58555322152,0.003075529103872432
2020-08-20,106990.64310852252,1639.4195599586237,105351.2235485639,0.0008853277093205936
2020-08-21,106491.87184836195,1639.4195599586237,104852.45228840332,-0.004661821311370717
2020-08-24,106997.5191881122,1639.4195599586237,105358.09962815358,0.004748224732778361
2020-08-25,108427.5536502936,1639.4195599586237,106788.13409033498,0.013365117930138615
2020-08-26,108881.92941569726,1639.4195599586237,107242.50985573864,0.004190593166651491
2020-08-27,108469.01084701574,1639.4195599586237,106829.59128705712,-0.0037923516867987006
2020-08-28,108425.78068338317,1639.4195599586237,106786.36112342455,-0.0003985485190193261
2020-08-31,110251.05115696584,1639.4195599586237,108611.63159700722,0.016834284817488943
2020-09-01,110783.36386443544,1639.4195599586237,109143.94430447681,0.004828187140925699
2020-09-02,110612.65290480712,1639.4195599586237,108973.2333448485,-0.00154094399802851
2020-09-03,111385.43195839188,1639.4195599586237,109746.01239843326,0.006986353127700573
2020-09-04,111491.11664443498,1639.4195599586237,109851.69708447636,0.0009488196453066866
2020-09-07,110311.86230805045,1639.4195599586237,108672.44274809182,-0.010577114768214102
2020-09-08,110403.92341805829,1639.4195599586237,108764.50385809966,0.0008345531303854958
2020-09-09,108583.22598925454,1542.1645356072186,107041.06145364733,-0.016491238467218672
2020-09-10,109714.74578592327,1542.1645356072186,108172.58125031604,0.010420760539760598
2020-09-11,108941.22001200629,1542.1645356072186,107399.05547639908,-0.007050335562243326
2020-09-14,108733.3047518091,1542.1645356072186,107191.14021620188,-0.0019085086450681965
2020-09-15,109301.89547731532,1542.1645356072186,107759.73094170811,0.005229223252287474
2020-09-16,109407.61533383859,1542.1645356072186,107865.45079823138,0.000967228025292588
2020-09-17,108536.60878800432,1542.1645356072186,106994.4442523971,-0.007961114435924288
2020-09-18,106264.12029739365,1542.1645356072186,104721.95576178643,-0.02093752988956321
2020-09-21,105496.581948531,1542.1645356072186,103954.41741292378,-0.007222930437052355
2020-09-22,107616.71944577209,1542.1645356072186,106074.55491016486,0.020096741127361373
2020-09-23,106658.464128569,1542.1645356072186,105116.29959296179,-0.008904334959643045
2020-09-24,105369.83132987734,1542.1645356072186,103827.66679427013,-0.012081861568326246
2020-09-25,105069.69354369945,1542.1645356072186,103527.52900809223,-0.0028484223841857004
2020-09-28,105086.93528768301,1542.1645356072186,103544.7707520758,0.0001640981657224927
2020-09-29,102461.41054798244,1542.1645356072186,100919.24601237522,-0.024984311632202494
2020-09-30,103806.4041766208,1542.1645356072186,102264.23964101358,0.013126831081527124
2020-10-01,104857.9201731016,1542.1645356072186,103315.75563749437,0.010129586944286118
2020-10-02,105191.38576857277,1542.1645356072186,103649.22123296556,0.003180166027713316
2020-10-05,104531.19350447197,1542.1645356072186,102989.02896886476,-0.006276105778787455
2020-10-06,103684.0532914497,1542.1645356072186,102141.88875584249,-0.008104185790110852
2020-10-07,105222.36324577098,2387.60660438014,102834.75664139084,0.014836514444484195
2020-10-08,105348.226952874,2387.60660438014,102960.62034849386,0.0011961687916952624
2020-10-09,106335.5909208515,2387.60660438014,103947.98431647135,0.00937238334745949
2020-10-12,105770.57877191469,2387.60660438014,103382.97216753455,-0.005313481065406966
2020-10-13,104340.88119518022,2387.60660438014,101953.27459080008,-0.01351696845507
2020-10-14,104813.90402808749,2387.60660438014,102426.29742370735,0.0045334372059062655
2020-10-15,106127.12856189992,2387.60660438014,103739.52195751978,0.012529106190534822
2020-10-16,107406.32212595658,2387.60660438014,105018.71552157644,0.012053407845766362
2020-10-19,107362.20859596894,2387.60660438014,104974.6019915888,-0.00041071632576616945
2020-10-20,105254.68556359128,2387.60660438014,102867.07895921114,-0.019630026803088674
2020-10-21,103736.98045247073,2387.60660438014,101349.37384809059,-0.014419359128706954
2020-10-22,102586.75738709819,2387.60660438014,100199.15078271805,-0.011087878790722483
2020-10-23,102306.5719324375,2387.60660438014,99918.96532805735,-0.00273120490204648
2020-10-26,101927.08608820685,2387.60660438014,99539.47948382671,-0.0037093007522649435
2020-10-27,103981.63320390538,2387.60660438014,101594.02659952524,0.020157027876972267
2020-10-28,102869.66671530009,2387.60660438014,100482.06011091995,-0.01069387404624389
2020-10-29,102960.8303126688,2387.60660438014,100573.22370828866,0.0008862048481308449
2020-10-30,102748.75596195091,2387.60660438014,100361.14935757077,-0.0020597575803716905
2020-11-02,102883.35024918515,2387.60660438014,100495.74364480501,0.0013099359303589964
2020-11-03,105444.69174098915,2387.60660438014,103057.085136609,0.024895587921664575
2020-11-04,102237.44250223992,2413.708146516343,99823.73435572359,-0.030416412488808886
2020-11-05,101745.62402401702,2413.708146516343,99331.91587750067,-0.0048105514592868825
2020-11-06,102434.3204620986,2413.708146516343,100020.61231558226,0.0067688064689546135
2020-11-09,104612.54613655267,2413.708146516343,102198.83799003632,0.02126460803984176
2020-11-10,105004.60845052972,2413.708146516343,102590.90030401337,0.0037477561579017937
2020-11-11,103851.36680667949,2413.708146516343,101437.65866016314,-0.010982771717048423
2020-11-12,103101.56872242954,2413.708146516343,100687.86057591319,-0.007219915416671552
2020-11-13,104018.6784419658,2413.708146516343,101604.97029544947,0.008895206260200794
2020-11-16,102049.07971995237,2413.708146516343,99635.37157343602,-0.01893504850777661
2020-11-17,102091.08987159282,2413.708146516343,99677.38172507647,0.0004116661488349216
2020-11-18,101921.28754891266,2413.708146516343,99507.57940239631,-0.0016632433143159986
2020-11-19,99812.98360231545,2413.708146516343,97399.27545579911,-0.020685609427622542
2020-11-20,101292.38692970813,2413.708146516343,98878.67878319178,0.014821752381303899
2020-11-23,101641.05170852362,2413.708146516343,99227.34356200727,0.003442161739731331
2020-11-24,98710.21982135388,2413.708146516343,96296.51167483754,-0.028835119648058072
2020-11-25,98901.39919575973,2413.708146516343,96487.69104924338,0.0019367738695330594
2020-11-26,100688.98653614364,2413.708146516343,98275.2783896273,0.018074439339787807
2020-11-27,99964.9006385073,2413.708146516343,97551.19249199097,-0.0071913118062462145
2020-11-30,99973.99014976274,2413.708146516343,97560.2820032464,9.092702736035463e-05
2020-12-01,100109.19265054376,2413.708146516343,97695.48450402741,0.001352376758979812
2020-12-02,99463.64190945485,1320.8482776027085,98142.79363185214,-0.0064484661597697945
2020-12-03,99907.8275570089,1320.8482776027085,98586.9792794062,0.004465809204517335
2020-12-04,99355.55465411038,1320.8482776027085,98034.70637650767,-0.005527824159557326
2020-12-07,98747.45871231658,1320.8482776027085,97426.61043471388,-0.0061204020641904
2020-12-08,100163.99856335537,1320.8482776027085,98843.15028575266,0.01434507651650696
2020-12-09,99569.62246728424,1320.8482776027085,98248.77418968153,-0.005934029238011895
2020-12-10,101434.35269342309,1320.8482776027085,100113.50441582038,0.01872790294802562
2020-12-11,101023.59188535956,1320.8482776027085,99702.74360775686,-0.004049523629386376
2020-12-14,99641.98964669925,1320.8482776027085,98321.14136909654,-0.01367603559600361
2020-12-15,100211.60268400992,1320.8482776027085,98890.75440640721,0.005716596380003436
2020-12-16,102818.80479733871,1320.8482776027085,101497.956519736,0.02601696852958124
2020-12-17,104176.09615122179,1320.8482776027085,102855.24787361908,0.013200808515119178
2020-12-18,102809.29127012914,1320.8482776027085,101488.44299252643,-0.013120139183451451
2020-12-21,102631.93640386447,1320.8482776027085,101311.08812626176,-0.001725085973004803
2020-12-22,102578.69927704832,1320.8482776027085,101257.85099944561,-0.0005187189161730554
2020-12-23,102733.45051870203,1320.8482776027085,101412.60224109932,0.00150860990385282
2020-12-24,103787.54879895883,1320.8482776027085,102466.70052135612,0.010260516656791507
2020-12-25,103387.14087588446,1320.8482776027085,102066.29259828175,-0.003857957218451835
2020-12-28,102062.39872505843,1320.8482776027085,100741.55044745572,-0.012813413153734188
2020-12-29,101772.71643605018,1320.8482776027085,100451.86815844747,-0.0028382861134649273
2020-12-30,98281.34431650929,1788.6657844061738,96492.67853210312,-0.03430558053085597
2020-12-31,97119.1536679633,1788.6657844061738,95330.48788355713,-0.01182513992485923
2021-01-01,99092.31989283634,1788.6657844061738,97303.65410843017,0.0203169627241504
2021-01-04,97944.16228556754,1788.6657844061738,96155.49650116137,-0.011586746667254122
2021-01-05,98076.11829522763,1788.6657844061738,96287.45251082146,0.0013472575249084962
2021-01-06,95984.44830713193,1788.6657844061738,94195.78252272576,-0.02132700625242301
2021-01-07,96270.90923328839,1788.6657844061738,94482.24344888222,0.002984451452383574
2021-01-08,96886.16215550208,1788.6657844061738,95097.49637109591,0.0063908498124056745
2021-01-11,98641.60619296522,1788.6657844061738,96852.94040855905,0.01811862497603789
2021-01-12,98521.32608860263,1788.6657844061738,96732.66030419646,-0.001219364819823543
2021-01-13,99664.24949553875,1788.6657844061738,97875.58371113258,0.011600771653319741
2021-01-14,99486.77541434424,1788.6657844061738,97698.10962993807,-0.0017807195869412595
2021-01-15,97115.12945469392,1788.6657844061738,95326.46367028775,-0.023838806210904506
2021-01-18,98373.90355588745,1788.6657844061738,96585.23777148128,0.012961668364770862
2021-01-19,97585.09183178053,1788.6657844061738,95796.42604737436,-0.008018505880055704
2021-01-20,96507.7055169115,1788.6657844061738,94719.03973250533,-0.01104048061691898
2021-01-21,96092.51803249058,1788.6657844061738,94303.85224808441,-0.0043021174547369645
2021-01-22,96282.29204401503,1788.6657844061738,94493.62625960886,0.0019749093416439045
2021-01-25,95679.34989329462,1788.6657844061738,93890.68410888845,-0.006262233043276333
2021-01-26,97241.88982829872,1788.6657844061738,95453.22404389255,0.016331004932064186
2021-01-27,99457.78373380477,2074.7926980185402,97382.99103578622,0.02278744180536485
2021-01-28,98490.23759239948,2074.7926980185402,96415.44489438094,-0.009728209347544703
2021-01-29,98794.28014796696,2074.7926980185402,96719.48744994841,0.0030870324105192193
2021-02-01,99327.6948865018,2074.7926980185402,97252.90218848326,0.005399247180463584
2021-02-02,99986.56069961836,2074.7926980185402,97911.76800159982,0.006633253835895525
2021-02-03,100346.77328835406,2074.7926980185402,98271.98059033552,0.0036026100529436
2021-02-04,102464.46998277749,2074.7926980185402,100389.67728475895,0.021103784656214764
2021-02-05,101285.81996503135,2074.7926980185402,99211.0272670128,-0.011503011902020743
2021-02-08,102881.43504702186,2074.7926980185402,100806.64234900332,0.015753588039682187
2021-02-09,102954.79393008066,2074.7926980185402,100880.00123206212,0.0007130429608146471
2021-02-10,102942.95525085548,2074.7926980185402,100868.16255283693,-0.00011498910126739315
2021-02-11,101518.78064384995,2074.7926980185402,99443.98794583141,-0.013834599983408635
2021-02-12,100567.33625032345,2074.7926980185402,98492.54355230491,-0.00937210226021501
2021-02-15,101163.04663809827,2074.7926980185402,99088.25394007972,0.005923497727851057
2021-02-16,101267.46470112617,2074.7926980185402,99192.67200310763,0.0010321759426783483
2021-02-17,101760.07551890411,2074.7926980185402,99685.28282088556,0.004864452953688536
2021-02-18,101514.6321799607,2074.7926980185402,99439.83948194215,-0.002411980707481054
2021-02-19,101344.91888123787,2074.7926980185402,99270.12618321933,-0.0016718111968525573
2021-02-22,101120.12443233022,2074.7926980185402,99045.33173431168,-0.0022181126729310385
2021-02-23,100783.68396259836,2074.7926980185402,98708.89126457981,-0.0033271366270619662
2021-02-24,102625.74231029506,1193.5223220902262,101432.21998820483,0.01827734684098581
2021-02-25,103187.56726755161,1193.5223220902262,101994.04494546138,0.005474503225105565
2021-02-26,103673.01951932829,1193.5223220902262,102479.49719723806,0.004704561456691403
2021-03-01,102149.0536182559,1193.5223220902262,100955.53129616567,-0.014699734879316972
2021-03-02,102122.71410641343,1193.5223220902262,100929.19178432321,-0.0002578537040676121
2021-03-03,103285.21162971908,1193.5223220902262,102091.68930762885,0.011383339480130816
2021-03-04,102821.30436664741,1193.5223220902262,101627.78204455719,-0.004491516798501571
2021-03-05,103702.87914837919,1193.5223220902262,102509.35682628896,0.008573853319232327
2021-03-08,103284.07636017975,1193.5223220902262,102090.55403808953,-0.00403848756793157
2021-03-09,102142.55984520106,1193.5223220902262,100949.03752311083,-0.011052202384014276
2021-03-10,100313.07404363129,1193.5223220902262,99119.55172154107,-0.017911101937746476
2021-03-11,99103.81827986489,1193.5223220902262,97910.29595777467,-0.012054817134209528
2021-03-12,98162.41492200369,1193.5223220902262,96968.89259991347,-0.009499163344067307
2021-03-15,100068.1113954214,1193.5223220902262,98874.58907333117,0.019413708138006802
2021-03-16,102982.99197797659,1193.5223220902262,101789.46965588637,0.02912896568055512
2021-03-17,102755.05664984978,1193.5223220902262,101561.53432775955,-0.002213329829993227
2021-03-18,101250.81777379902,1193.5223220902262,100057.2954517088,-0.014639073979362704
2021-03-19,101152.70317337124,1193.5223220902262,99959.18085128101,-0.0009690252640426333
2021-03-22,101266.3350576327,1193.5223220902262,100072.81273554248,0.0011233697241557206
2021-03-23,100687.49553615783,1193.5223220902262,99493.9732140676,-0.0057160113590113415
2021-03-24,100925.21085544926,1542.6710393673347,99382.53981608193,0.002360921959828177
2021-03-25,102103.62318236215,1542.6710393673347,100560.9521429948,0.011676094772798518
2021-03-26,101074.81876114296,1542.6710393673347,99532.14772177562,-0.010076081427411232
2021-03-29,100471.36758948458,1542.6710393673347,98928.69655011724,-0.005970341367461995
2021-03-30,100838.41484296895,1542.6710393673347,99295.74380360161,0.00365325228759783
2021-03-31,101810.29251979696,1542.6710393673347,100267.62148042963,0.00963797059227356
2021-04-01,102439.08194415542,1542.6710393673347,100896.41090478809,0.00617608896699906
2021-04-02,101431.1886882878,1542.6710393673347,99888.51764892048,-0.009838952446070026
2021-04-05,101089.21290362565,1542.6710393673347,99546.54186425832,-0.0033715052449310168
2021-04-06,101743.79898847325,1542.6710393673347,100201.12794910592,0.006475330710821403
2021-04-07,102715.86798984974,1542.6710393673347,101173.19695048241,0.009554085959446068
2021-04-08,101299.03146306015,1542.6710393673347,99756.36042369282,-0.013793745353245623
2021-04-09,100403.96511532876,1542.6710393673347,98861.29407596141,-0.008835882582527876
2021-04-12,99660.02094068358,1542.6710393673347,98117.34990131624,-0.007409509911193712
2021-04-13,99871.45367971784,1542.6710393673347,98328.78264035052,0.0021215401826988334
2021-04-14,98761.62931915565,1542.6710393673347,97218.9582797883,-0.01111252835190868
2021-04-15,100125.94614961586,1542.6710393673347,98583.27511024853,0.013814239800067796
2021-04-16,100290.10477762963,1542.6710393673347,98747.4337382623,0.0016395213661049013
2021-04-19,99809.29663887064,1542.6710393673347,98266.62559950331,-0.004794173261909229
2021-04-20,99567.09421937566,1542.6710393673347,98024.42318000834,-0.002426651901689225
2021-04-21,98746.22780844691,1321.225879195983,97425.00192925094,-0.008244354396043097
2021-04-22,99123.18674292273,1321.225879195983,97801.96086372674,0.0038174514899653733
2021-04-23,100199.84109534483,1321.225879195983,98878.61521614884,0.010861781060514275
2021-04-26,99534.89266842775,1321.225879195983,98213.66678923176,-0.006636222369697631
2021-04-27,100013.50506722706,1321.225879195983,98692.27918803107,0.0048084886211077205
2021-04-28,97676.15460560063,1321.225879195983,96354.92872640466,-0.023370348434996857
